Age,Club,Club Logo,Flag,ID,Name,Nationality,Overall,Photo,Potential,Special,EUR_value,EUR_wage
30,Vissel Kobe,https://cdn.sofifa.org/24/18/teams/101146.png,https://cdn.sofifa.org/flags/163.png,232926,K. Watanabe,Japan,69,https://cdn.sofifa.org/48/18/players/232926.png,69,1694,1000000.0,5000.0
27,Wolverhampton Wanderers,https://cdn.sofifa.org/24/18/teams/110.png,https://cdn.sofifa.org/flags/14.png,183774,R. Bennett,England,69,https://cdn.sofifa.org/48/18/players/183774.png,70,1318,1000000.0,26000.0
27,Cardiff City,https://cdn.sofifa.org/24/18/teams/1961.png,https://cdn.sofifa.org/flags/14.png,190430,J. Bennett,England,69,https://cdn.sofifa.org/48/18/players/190430.png,70,1756,975000.0,16000.0
24,DSC Arminia Bielefeld,https://cdn.sofifa.org/24/18/teams/159.png,https://cdn.sofifa.org/flags/21.png,200159,S. Ortega,Germany,69,https://cdn.sofifa.org/48/18/players/200159.png,74,1207,1000000.0,3000.0
29,Audax Italiano,https://cdn.sofifa.org/24/18/teams/101097.png,https://cdn.sofifa.org/flags/55.png,159967,A. Simprende,Chile,69,https://cdn.sofifa.org/48/18/players/159967.png,69,1694,825000.0,4000.0
29,Nîmes Olympique,https://cdn.sofifa.org/24/18/teams/224.png,https://cdn.sofifa.org/flags/18.png,188383,P. Valdivia,France,69,https://cdn.sofifa.org/48/18/players/188383.png,69,1873,825000.0,4000.0
22,SpVgg Greuther Fürth,https://cdn.sofifa.org/24/18/teams/165.png,https://cdn.sofifa.org/flags/95.png,212192,J. Green,United States,69,https://cdn.sofifa.org/48/18/players/212192.png,76,1667,1500000.0,13000.0
28,Deportivo Pasto,https://cdn.sofifa.org/24/18/teams/111723.png,https://cdn.sofifa.org/flags/56.png,176608,J. Reina,Colombia,69,https://cdn.sofifa.org/48/18/players/176608.png,69,1757,1100000.0,2000.0
31,Atlético Huila,https://cdn.sofifa.org/24/18/teams/112528.png,https://cdn.sofifa.org/flags/56.png,213985,E. Palomino,Colombia,69,https://cdn.sofifa.org/48/18/players/213985.png,69,1685,925000.0,1000.0
25,Derby County,https://cdn.sofifa.org/24/18/teams/91.png,https://cdn.sofifa.org/flags/4.png,194017,A. Weimann,Austria,69,https://cdn.sofifa.org/48/18/players/194017.png,69,1804,1100000.0,29000.0
37,La Equidad,https://cdn.sofifa.org/24/18/teams/112523.png,https://cdn.sofifa.org/flags/56.png,139234,F. Vargas,Colombia,69,https://cdn.sofifa.org/48/18/players/139234.png,69,1916,325000.0,1000.0
32,Monarcas Morelia,https://cdn.sofifa.org/24/18/teams/1028.png,https://cdn.sofifa.org/flags/83.png,159202,G. Rodríguez,Mexico,69,https://cdn.sofifa.org/48/18/players/159202.png,69,1850,575000.0,10000.0
24,Al Hilal,https://cdn.sofifa.org/24/18/teams/605.png,https://cdn.sofifa.org/flags/60.png,235746,N. Milesi,Uruguay,69,https://cdn.sofifa.org/48/18/players/235746.png,74,1852,1200000.0,17000.0
30,Jeonbuk Hyundai Motors,https://cdn.sofifa.org/24/18/teams/1477.png,https://cdn.sofifa.org/flags/54.png,188130,Éder,Brazil,69,https://cdn.sofifa.org/48/18/players/188130.png,69,1641,1000000.0,7000.0
31,SC Freiburg,https://cdn.sofifa.org/24/18/teams/25.png,https://cdn.sofifa.org/flags/21.png,189922,G. Niedermeier,Germany,69,https://cdn.sofifa.org/48/18/players/189922.png,69,1332,700000.0,13000.0
24,Wis?a Kraków,https://cdn.sofifa.org/24/18/teams/1873.png,https://cdn.sofifa.org/flags/45.png,225507,Pol Llonch,Spain,69,https://cdn.sofifa.org/48/18/players/225507.png,76,1860,1300000.0,4000.0
28,Blackburn Rovers,https://cdn.sofifa.org/24/18/teams/3.png,https://cdn.sofifa.org/flags/82.png,186595,E. Bennett,Jamaica,69,https://cdn.sofifa.org/48/18/players/186595.png,69,1854,1100000.0,9000.0
25,Orlando Pirates,https://cdn.sofifa.org/24/18/teams/110930.png,https://cdn.sofifa.org/flags/140.png,224484,T. Qalinge,South Africa,69,https://cdn.sofifa.org/48/18/players/224484.png,70,1616,1200000.0,1000.0
21,Talleres de Cordoba,https://cdn.sofifa.org/24/18/teams/112670.png,https://cdn.sofifa.org/flags/52.png,234468,E. Reynoso,Argentina,69,https://cdn.sofifa.org/48/18/players/234468.png,79,1711,1700000.0,7000.0
25,IF Elfsborg,https://cdn.sofifa.org/24/18/teams/700.png,https://cdn.sofifa.org/flags/145.png,235236,I. Jebali,Tunisia,69,https://cdn.sofifa.org/48/18/players/235236.png,74,1719,1400000.0,4000.0
28,Perth Glory,https://cdn.sofifa.org/24/18/teams/111399.png,https://cdn.sofifa.org/flags/195.png,183524,S. Lowry,Australia,69,https://cdn.sofifa.org/48/18/players/183524.png,71,1641,1000000.0,6000.0
27,,https://cdn.sofifa.org/flags/195.png,https://cdn.sofifa.org/flags/195.png,190180,R. McGowan,Australia,69,https://cdn.sofifa.org/48/18/players/190180.png,69,1753,0.0,0.0
30,New England Revolution,https://cdn.sofifa.org/24/18/teams/691.png,https://cdn.sofifa.org/flags/108.png,196580,B. Angoua,Ivory Coast,69,https://cdn.sofifa.org/48/18/players/196580.png,69,1552,775000.0,13000.0
24,Hellas Verona,https://cdn.sofifa.org/24/18/teams/206.png,https://cdn.sofifa.org/flags/27.png,210917,M. Fossati,Italy,69,https://cdn.sofifa.org/48/18/players/210917.png,73,1850,1300000.0,14000.0
24,SV Darmstadt 98,https://cdn.sofifa.org/24/18/teams/110502.png,https://cdn.sofifa.org/flags/38.png,212197,D. Heuer Fernandes,Portugal,69,https://cdn.sofifa.org/48/18/players/212197.png,75,1100,1100000.0,9000.0
20,Ajax,https://cdn.sofifa.org/24/18/teams/245.png,https://cdn.sofifa.org/flags/56.png,227557,M. Cassierra,Colombia,69,https://cdn.sofifa.org/48/18/players/227557.png,78,1570,1700000.0,7000.0
31,Oxford United,https://cdn.sofifa.org/24/18/teams/1951.png,https://cdn.sofifa.org/flags/14.png,176357,J. Mousinho,England,69,https://cdn.sofifa.org/48/18/players/176357.png,69,1813,700000.0,7000.0
28,UD Almería,https://cdn.sofifa.org/24/18/teams/1861.png,https://cdn.sofifa.org/flags/45.png,200678,Javi Álamo,Spain,69,https://cdn.sofifa.org/48/18/players/200678.png,69,1780,825000.0,6000.0
33,CD Once Caldas Manizales,https://cdn.sofifa.org/24/18/teams/101106.png,https://cdn.sofifa.org/flags/56.png,213990,D. Monsalve,Colombia,69,https://cdn.sofifa.org/48/18/players/213990.png,69,1368,425000.0,2000.0
31,Adelaide United,https://cdn.sofifa.org/24/18/teams/111393.png,https://cdn.sofifa.org/flags/13.png,152038,J. Absalonsen,Denmark,69,https://cdn.sofifa.org/48/18/players/152038.png,69,1819,925000.0,5000.0
24,FC Paços de Ferreira,https://cdn.sofifa.org/24/18/teams/1892.png,https://cdn.sofifa.org/flags/38.png,226278,Xavier,Portugal,69,https://cdn.sofifa.org/48/18/players/226278.png,71,1672,1300000.0,7000.0
23,Cádiz C.F.,https://cdn.sofifa.org/24/18/teams/1968.png,https://cdn.sofifa.org/flags/45.png,228326,Brian Oliván,Spain,69,https://cdn.sofifa.org/48/18/players/228326.png,78,1846,1400000.0,5000.0
20,Waasland-Beveren,https://cdn.sofifa.org/24/18/teams/110913.png,https://cdn.sofifa.org/flags/108.png,229606,V. Angban,Ivory Coast,69,https://cdn.sofifa.org/48/18/players/229606.png,79,1737,1500000.0,6000.0
20,RC Deportivo de La Coruña,https://cdn.sofifa.org/24/18/teams/242.png,https://cdn.sofifa.org/flags/45.png,229862,Edu Expósito,Spain,69,https://cdn.sofifa.org/48/18/players/229862.png,78,1562,1600000.0,10000.0
28,Necaxa,https://cdn.sofifa.org/24/18/teams/101121.png,https://cdn.sofifa.org/flags/83.png,187110,M. Ponce,Mexico,69,https://cdn.sofifa.org/48/18/players/187110.png,69,1851,825000.0,28000.0
22,Waasland-Beveren,https://cdn.sofifa.org/24/18/teams/110913.png,https://cdn.sofifa.org/flags/7.png,216295,T. Dierckx,Belgium,69,https://cdn.sofifa.org/48/18/players/216295.png,75,1699,1400000.0,7000.0
34,CD Once Caldas Manizales,https://cdn.sofifa.org/24/18/teams/101106.png,https://cdn.sofifa.org/flags/56.png,156903,J. De la Cuesta,Colombia,69,https://cdn.sofifa.org/48/18/players/156903.png,69,1670,325000.0,2000.0
24,Dijon FCO,https://cdn.sofifa.org/24/18/teams/110569.png,https://cdn.sofifa.org/flags/23.png,223207,A. Lang,Hungary,69,https://cdn.sofifa.org/48/18/players/223207.png,74,1582,1200000.0,9000.0
29,Antalyaspor,https://cdn.sofifa.org/24/18/teams/741.png,https://cdn.sofifa.org/flags/48.png,177895,A. Karabulut,Turkey,69,https://cdn.sofifa.org/48/18/players/177895.png,69,1771,1000000.0,12000.0
19,Borussia Mönchengladbach,https://cdn.sofifa.org/24/18/teams/23.png,https://cdn.sofifa.org/flags/43.png,234728,L. Bénes,Slovakia,69,https://cdn.sofifa.org/48/18/players/234728.png,83,1749,2300000.0,11000.0
30,Bursaspor,https://cdn.sofifa.org/24/18/teams/742.png,https://cdn.sofifa.org/flags/136.png,178152,R. Faty,Senegal,69,https://cdn.sofifa.org/48/18/players/178152.png,69,1714,775000.0,10000.0
32,Albacete Balompié,https://cdn.sofifa.org/24/18/teams/1854.png,https://cdn.sofifa.org/flags/52.png,185064,F. Espíndola,Argentina,69,https://cdn.sofifa.org/48/18/players/185064.png,69,1812,850000.0,6000.0
25,Sheffield Wednesday,https://cdn.sofifa.org/24/18/teams/1807.png,https://cdn.sofifa.org/flags/42.png,198377,L. Palmer,Scotland,69,https://cdn.sofifa.org/48/18/players/198377.png,72,1880,1100000.0,26000.0
23,RC Strasbourg,https://cdn.sofifa.org/24/18/teams/76.png,https://cdn.sofifa.org/flags/108.png,220905,J. Aholou,Ivory Coast,69,https://cdn.sofifa.org/48/18/players/220905.png,77,1684,1300000.0,11000.0
20,Bursaspor,https://cdn.sofifa.org/24/18/teams/742.png,https://cdn.sofifa.org/flags/48.png,224489,E. Ersoy,Turkey,69,https://cdn.sofifa.org/48/18/players/224489.png,82,1492,1800000.0,8000.0
31,Fortuna Düsseldorf,https://cdn.sofifa.org/24/18/teams/110636.png,https://cdn.sofifa.org/flags/37.png,177129,A. Bodzek,Poland,69,https://cdn.sofifa.org/48/18/players/177129.png,69,1807,700000.0,14000.0
26,Carpi,https://cdn.sofifa.org/24/18/teams/112409.png,https://cdn.sofifa.org/flags/38.png,202474,Aníbal Capela,Portugal,69,https://cdn.sofifa.org/48/18/players/202474.png,71,1488,1100000.0,3000.0
24,SC Braga,https://cdn.sofifa.org/24/18/teams/1896.png,https://cdn.sofifa.org/flags/45.png,204778,Joan Román,Spain,69,https://cdn.sofifa.org/48/18/players/204778.png,74,1769,1400000.0,6000.0
19,NAC Breda,https://cdn.sofifa.org/24/18/teams/1904.png,https://cdn.sofifa.org/flags/45.png,223978,Manu García,Spain,69,https://cdn.sofifa.org/48/18/players/223978.png,80,1645,1800000.0,31000.0
21,Vålerenga Fotball,https://cdn.sofifa.org/24/18/teams/920.png,https://cdn.sofifa.org/flags/36.png,205291,H. Stengel,Norway,69,https://cdn.sofifa.org/48/18/players/205291.png,77,1839,1500000.0,3000.0
23,Peterborough United,https://cdn.sofifa.org/24/18/teams/1938.png,https://cdn.sofifa.org/flags/14.png,206571,M. Maddison,England,69,https://cdn.sofifa.org/48/18/players/206571.png,75,1712,1400000.0,6000.0
27,SD Huesca,https://cdn.sofifa.org/24/18/teams/110839.png,https://cdn.sofifa.org/flags/38.png,234731,Jair Amador,Portugal,69,https://cdn.sofifa.org/48/18/players/234731.png,71,1511,1000000.0,5000.0
24,Tondela,https://cdn.sofifa.org/24/18/teams/112516.png,https://cdn.sofifa.org/flags/38.png,175851,Tomané,Portugal,69,https://cdn.sofifa.org/48/18/players/175851.png,74,1545,1400000.0,4000.0
23,San Lorenzo de Almagro,https://cdn.sofifa.org/24/18/teams/1013.png,https://cdn.sofifa.org/flags/52.png,215020,J. Cavallaro,Argentina,69,https://cdn.sofifa.org/48/18/players/215020.png,77,1690,1500000.0,11000.0
23,Club Atlas,https://cdn.sofifa.org/24/18/teams/101114.png,https://cdn.sofifa.org/flags/83.png,217836,U. Luna,Mexico,69,https://cdn.sofifa.org/48/18/players/217836.png,76,1686,1500000.0,31000.0
29,Portsmouth,https://cdn.sofifa.org/24/18/teams/1790.png,https://cdn.sofifa.org/flags/14.png,172780,B. Pitman,England,69,https://cdn.sofifa.org/48/18/players/172780.png,69,1755,1100000.0,9000.0
27,Derby County,https://cdn.sofifa.org/24/18/teams/91.png,https://cdn.sofifa.org/flags/42.png,185068,J. Russell,Scotland,69,https://cdn.sofifa.org/48/18/players/185068.png,69,1843,1100000.0,33000.0
27,Kashiwa Reysol,https://cdn.sofifa.org/24/18/teams/101145.png,https://cdn.sofifa.org/flags/167.png,191980,Yun Suk Young,Korea Republic,69,https://cdn.sofifa.org/48/18/players/191980.png,69,1903,875000.0,7000.0
24,AIK Solna,https://cdn.sofifa.org/24/18/teams/433.png,https://cdn.sofifa.org/flags/46.png,201965,S. Thern,Sweden,69,https://cdn.sofifa.org/48/18/players/201965.png,74,1811,1400000.0,6000.0
24,Bristol City,https://cdn.sofifa.org/24/18/teams/1919.png,https://cdn.sofifa.org/flags/14.png,203502,B. Reid,England,69,https://cdn.sofifa.org/48/18/players/203502.png,75,1895,1500000.0,24000.0
24,Foggia,https://cdn.sofifa.org/24/18/teams/110911.png,https://cdn.sofifa.org/flags/27.png,210670,F. Fedato,Italy,69,https://cdn.sofifa.org/48/18/players/210670.png,72,1734,1300000.0,3000.0
29,Nottingham Forest,https://cdn.sofifa.org/24/18/teams/14.png,https://cdn.sofifa.org/flags/25.png,155886,S. Henderson,Republic of Ireland,69,https://cdn.sofifa.org/48/18/players/155886.png,69,1129,700000.0,13000.0
25,Kayserispor,https://cdn.sofifa.org/24/18/teams/101020.png,https://cdn.sofifa.org/flags/48.png,223726,E. Ka?,Turkey,69,https://cdn.sofifa.org/48/18/players/223726.png,72,1906,1100000.0,8000.0
23,CD Aves,https://cdn.sofifa.org/24/18/teams/666.png,https://cdn.sofifa.org/flags/38.png,238830,Alexandre Guedes,Portugal,69,https://cdn.sofifa.org/48/18/players/238830.png,77,1610,1600000.0,7000.0
31,Amiens SC Football,https://cdn.sofifa.org/24/18/teams/1816.png,https://cdn.sofifa.org/flags/18.png,204015,C. Charrier,France,69,https://cdn.sofifa.org/48/18/players/204015.png,69,1723,925000.0,12000.0
24,RC Lens,https://cdn.sofifa.org/24/18/teams/64.png,https://cdn.sofifa.org/flags/45.png,205551,Álvaro Lemos,Spain,69,https://cdn.sofifa.org/48/18/players/205551.png,74,1884,1200000.0,10000.0
19,TSG 1899 Hoffenheim,https://cdn.sofifa.org/24/18/teams/10029.png,https://cdn.sofifa.org/flags/21.png,228080,F. Passlack,Germany,69,https://cdn.sofifa.org/48/18/players/228080.png,84,1934,2000000.0,13000.0
30,SV Sandhausen,https://cdn.sofifa.org/24/18/teams/110178.png,https://cdn.sofifa.org/flags/145.png,184816,N. Daghfous,Tunisia,69,https://cdn.sofifa.org/48/18/players/184816.png,69,1892,1000000.0,5000.0
25,Southend United,https://cdn.sofifa.org/24/18/teams/1954.png,https://cdn.sofifa.org/flags/14.png,200689,R. Leonard,England,69,https://cdn.sofifa.org/48/18/players/200689.png,73,1972,1300000.0,7000.0
24,Atlético Tucumán,https://cdn.sofifa.org/24/18/teams/111708.png,https://cdn.sofifa.org/flags/52.png,212721,N. Zárate,Argentina,69,https://cdn.sofifa.org/48/18/players/212721.png,72,1773,1100000.0,5000.0
23,Tondela,https://cdn.sofifa.org/24/18/teams/112516.png,https://cdn.sofifa.org/flags/61.png,237297,Y. Osorio,Venezuela,69,https://cdn.sofifa.org/48/18/players/237297.png,77,1481,1300000.0,3000.0
24,FC Ingolstadt 04,https://cdn.sofifa.org/24/18/teams/111239.png,https://cdn.sofifa.org/flags/21.png,211954,T. Schröck,Germany,69,https://cdn.sofifa.org/48/18/players/211954.png,74,1862,1400000.0,12000.0
20,KV Oostende,https://cdn.sofifa.org/24/18/teams/682.png,https://cdn.sofifa.org/flags/34.png,212210,R. Živkovi?,Netherlands,69,https://cdn.sofifa.org/48/18/players/212210.png,77,1654,1600000.0,9000.0
23,SV Darmstadt 98,https://cdn.sofifa.org/24/18/teams/110502.png,https://cdn.sofifa.org/flags/13.png,212978,P. Banggaard,Denmark,69,https://cdn.sofifa.org/48/18/players/212978.png,73,1525,1200000.0,11000.0
30,Dinamo Moscow,https://cdn.sofifa.org/24/18/teams/312.png,https://cdn.sofifa.org/flags/40.png,148210,E. Lutsenko,Russia,69,https://cdn.sofifa.org/48/18/players/148210.png,69,1792,1000000.0,21000.0
27,FC Groningen,https://cdn.sofifa.org/24/18/teams/1915.png,https://cdn.sofifa.org/flags/34.png,223730,T. van Weert,Netherlands,69,https://cdn.sofifa.org/48/18/players/223730.png,70,1602,1200000.0,8000.0
33,Scunthorpe United,https://cdn.sofifa.org/24/18/teams/1949.png,https://cdn.sofifa.org/flags/50.png,163570,A. Crofts,Wales,69,https://cdn.sofifa.org/48/18/players/163570.png,69,1881,625000.0,8000.0
29,Frosinone,https://cdn.sofifa.org/24/18/teams/111657.png,https://cdn.sofifa.org/flags/27.png,177906,D. Soddimo,Italy,69,https://cdn.sofifa.org/48/18/players/177906.png,69,1660,1000000.0,3000.0
31,Kawasaki Frontale,https://cdn.sofifa.org/24/18/teams/111730.png,https://cdn.sofifa.org/flags/163.png,201971,A. Ienaga,Japan,69,https://cdn.sofifa.org/48/18/players/201971.png,69,1806,950000.0,6000.0
24,Vitória Setúbal,https://cdn.sofifa.org/24/18/teams/665.png,https://cdn.sofifa.org/flags/54.png,215283,César,Brazil,69,https://cdn.sofifa.org/48/18/players/215283.png,74,1476,1200000.0,6000.0
21,Real Valladolid,https://cdn.sofifa.org/24/18/teams/462.png,https://cdn.sofifa.org/flags/112.png,235507,Iban Salvador,Equatorial Guinea,69,https://cdn.sofifa.org/48/18/players/235507.png,79,1669,1700000.0,5000.0
26,Vancouver Whitecaps FC,https://cdn.sofifa.org/24/18/teams/101112.png,https://cdn.sofifa.org/flags/95.png,207860,A. Maund,United States,69,https://cdn.sofifa.org/48/18/players/207860.png,69,1533,925000.0,5000.0
28,Atlético Bucaramanga,https://cdn.sofifa.org/24/18/teams/112992.png,https://cdn.sofifa.org/flags/56.png,229108,J. Pérez,Colombia,69,https://cdn.sofifa.org/48/18/players/229108.png,69,1720,1100000.0,1000.0
30,Bolton Wanderers,https://cdn.sofifa.org/24/18/teams/4.png,https://cdn.sofifa.org/flags/14.png,163828,A. Le Fondre,England,69,https://cdn.sofifa.org/48/18/players/163828.png,69,1727,1000000.0,23000.0
20,Sevilla Atlético,https://cdn.sofifa.org/24/18/teams/110714.png,https://cdn.sofifa.org/flags/60.png,236020,C. González,Uruguay,69,https://cdn.sofifa.org/48/18/players/236020.png,82,1640,1800000.0,3000.0
29,AS Nancy Lorraine,https://cdn.sofifa.org/24/18/teams/1823.png,https://cdn.sofifa.org/flags/18.png,183797,V. Muratori,France,69,https://cdn.sofifa.org/48/18/players/183797.png,69,1628,800000.0,5000.0
24,Wis?a P?ock,https://cdn.sofifa.org/24/18/teams/1569.png,https://cdn.sofifa.org/flags/37.png,208630,D. Furman,Poland,69,https://cdn.sofifa.org/48/18/players/208630.png,72,1840,1100000.0,4000.0
27,CD Numancia,https://cdn.sofifa.org/24/18/teams/477.png,https://cdn.sofifa.org/flags/45.png,191222,Unai Medina,Spain,69,https://cdn.sofifa.org/48/18/players/191222.png,70,1854,975000.0,6000.0
27,Willem II,https://cdn.sofifa.org/24/18/teams/1907.png,https://cdn.sofifa.org/flags/85.png,198135,D. Lachman,Curacao,69,https://cdn.sofifa.org/48/18/players/198135.png,70,1644,1000000.0,6000.0
25,Hull City,https://cdn.sofifa.org/24/18/teams/1952.png,https://cdn.sofifa.org/flags/126.png,205559,N. Dicko,Mali,69,https://cdn.sofifa.org/48/18/players/205559.png,72,1768,1300000.0,8000.0
26,Zag??bie Lubin,https://cdn.sofifa.org/24/18/teams/110749.png,https://cdn.sofifa.org/flags/37.png,208631,F. Starzy?ski,Poland,69,https://cdn.sofifa.org/48/18/players/208631.png,71,1786,1300000.0,6000.0
30,Chicago Fire Soccer Club,https://cdn.sofifa.org/24/18/teams/693.png,https://cdn.sofifa.org/flags/38.png,213751,João Meira,Portugal,69,https://cdn.sofifa.org/48/18/players/213751.png,69,1441,775000.0,5000.0
28,Atlético Tucumán,https://cdn.sofifa.org/24/18/teams/111708.png,https://cdn.sofifa.org/flags/52.png,232695,F. Sbuttoni,Argentina,69,https://cdn.sofifa.org/48/18/players/232695.png,69,1357,850000.0,7000.0
33,Fluminense Football Club,https://cdn.sofifa.org/24/18/teams/567.png,https://cdn.sofifa.org/flags/54.png,233975,Caio Padricio,Brazil,69,https://cdn.sofifa.org/48/18/players/233975.png,69,1014,525000.0,15000.0
27,Odense Boldklub,https://cdn.sofifa.org/24/18/teams/272.png,https://cdn.sofifa.org/flags/46.png,189431,R. Jönsson,Sweden,69,https://cdn.sofifa.org/48/18/players/189431.png,69,1697,1100000.0,9000.0
28,Novara,https://cdn.sofifa.org/24/18/teams/112225.png,https://cdn.sofifa.org/flags/27.png,210168,D. Sciaudone,Italy,69,https://cdn.sofifa.org/48/18/players/210168.png,69,1859,1000000.0,4000.0
24,Boca Juniors,https://cdn.sofifa.org/24/18/teams/1877.png,https://cdn.sofifa.org/flags/52.png,214776,O. Benítez,Argentina,69,https://cdn.sofifa.org/48/18/players/214776.png,74,1855,1400000.0,13000.0
21,Estoril Praia,https://cdn.sofifa.org/24/18/teams/10020.png,https://cdn.sofifa.org/flags/54.png,218872,Lucão,Brazil,69,https://cdn.sofifa.org/48/18/players/218872.png,77,1505,1300000.0,4000.0
21,FC Lugano,https://cdn.sofifa.org/24/18/teams/10032.png,https://cdn.sofifa.org/flags/108.png,227832,E. Yao Guy,Ivory Coast,69,https://cdn.sofifa.org/48/18/players/227832.png,78,1529,1400000.0,4000.0
21,Gimnàstic de Tarragona,https://cdn.sofifa.org/24/18/teams/15019.png,https://cdn.sofifa.org/flags/45.png,228600,Javi Jiménez,Spain,69,https://cdn.sofifa.org/48/18/players/228600.png,81,1758,1600000.0,5000.0
26,DSC Arminia Bielefeld,https://cdn.sofifa.org/24/18/teams/159.png,https://cdn.sofifa.org/flags/21.png,200953,C. Hemlein,Germany,69,https://cdn.sofifa.org/48/18/players/200953.png,69,1849,1100000.0,6000.0
